data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-03-19 23:06:38;2121;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Mary Valero;feminino;dinheiro
2025-03-20 00:23:37;2122;Natal;João Matos;Smartphone Samsung Galaxy;Joyce Black;feminino;pix
2025-03-20 14:46:38;2123;São Paulo;Ana Oliveira;Smartwatch Garmin;Robert Madlung;masculino;pix
2025-03-20 15:26:32;2124;São Paulo;Ana Oliveira;iPhone 13;Kristyn Gomez;feminino;cartão de crédito
2025-03-20 15:30:32;2125;Florianópolis;Gabriela Santos;Teclado Mecânico HyperX;Sandra Kauffman;feminino;pix
2025-03-20 16:27:32;2126;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Janis Schaefer;feminino;dinheiro
2025-03-20 16:29:41;2127;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Rodney Ball;masculino;cartão de crédito
2025-03-20 17:50:41;2128;Natal;João Matos;iPhone 13;Helen Robinson;feminino;cartão de dédito
2025-03-20 20:03:33;2129;Fortaleza;André Lima;Notebook Dell Inspiron;Tiara Caylor;feminino;pix
2025-03-20 20:51:37;2130;Natal;João Matos;Teclado Mecânico HyperX;Wilbert Meffert;masculino;boleto
2025-03-20 22:00:39;2131;Natal;Larissa Ferreira;Notebook Dell Inspiron;Joan Laing;feminino;cartão de dédito
2025-03-20 22:57:34;2132;Fortaleza;André Lima;Monitor LG Ultrawide;Trina Trail;feminino;dinheiro
2025-03-20 23:34:32;2133;Fortaleza;Beatriz Rocha;iPhone 13;Michael Lee;masculino;dinheiro
2025-03-20 23:55:40;2134;Recife;Patrícia Carvalho;Monitor LG Ultrawide;Versie Kertzman;feminino;dinheiro
2025-03-21 00:44:31;2135;Recife;Patrícia Carvalho;Smartphone Samsung Galaxy;Sarah Moyer;feminino;boleto
2025-03-21 14:08:30;2136;São Luís;Emanuelle Victoria;Monitor LG Ultrawide;James Parisien;masculino;cartão de dédito
2025-03-21 14:09:33;2137;Porto Alegre;Mariana Gomes;iPhone 13;Erica Lewis;feminino;boleto
2025-03-21 14:10:39;2138;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Kevin Hubbard;masculino;cartão de crédito
2025-03-21 16:59:37;2139;Rio de Janeiro;Pedro Souza;Teclado Mecânico HyperX;Joy Monroe;feminino;boleto
2025-03-21 18:42:38;2140;Recife;Patrícia Carvalho;Câmera Canon EOS;Cecille Gottschalk;feminino;pix
2025-03-21 20:06:31;2141;São Paulo;Lucas Pereira;Smartwatch Garmin;Kelli Mitchell;feminino;cartão de crédito
2025-03-21 20:41:31;2142;Recife;Patrícia Carvalho;Monitor LG Ultrawide;Rosa Cartier;feminino;cartão de crédito
2025-03-21 21:32:34;2143;Rio de Janeiro;Pedro Souza;Monitor LG Ultrawide;Shelby Craft;feminino;cartão de dédito
2025-03-21 23:27:39;2144;Natal;João Matos;Smartphone Samsung Galaxy;Donald Simon;masculino;cartão de dédito
2025-03-21 23:57:33;2145;Natal;João Matos;Monitor LG Ultrawide;Shirley Chavez;feminino;boleto
2025-03-21 23:58:39;2146;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Millie Smolen;feminino;pix
2025-03-22 00:07:41;2147;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Robert Brittain;masculino;boleto
2025-03-22 15:34:30;2148;São Luís;Emanuelle Victoria;Notebook Dell Inspiron;Richard Alley;masculino;cartão de dédito
2025-03-22 15:45:34;2149;Fortaleza;André Lima;Mouse Gamer Logitech;Carlos Alvine;masculino;cartão de dédito
2025-03-22 20:25:32;2150;Belo Horizonte;Carlos Silva;Smartwatch Garmin;James Franklin;masculino;dinheiro
2025-03-22 23:23:36;2151;Porto Alegre;Roberto Ferreira;Câmera Canon EOS;Mary Davis;feminino;cartão de dédito
2025-03-23 14:35:36;2152;São Paulo;Lucas Pereira;Câmera Canon EOS;Robert Mason;masculino;cartão de crédito
2025-03-23 14:37:34;2153;Porto Alegre;Mariana Gomes;Câmera Canon EOS;Thomas Gan;masculino;pix
2025-03-23 16:44:32;2154;Fortaleza;Beatriz Rocha;Mouse Gamer Logitech;Erica Sisco;feminino;pix
2025-03-23 17:10:34;2155;Recife;Ricardo Mendes;Notebook Dell Inspiron;Carrol Santoro;masculino;cartão de dédito
2025-03-23 17:14:32;2156;São Paulo;Ana Oliveira;Smartwatch Garmin;Steven Tucker;masculino;cartão de crédito
2025-03-23 17:22:33;2157;Porto Alegre;Roberto Ferreira;Teclado Mecânico HyperX;William Lester;masculino;cartão de dédito
2025-03-23 17:22:36;2158;Porto Alegre;Mariana Gomes;Mouse Gamer Logitech;Whitney Edmons;feminino;pix
2025-03-23 18:21:32;2159;Fortaleza;André Lima;Monitor LG Ultrawide;Juliet Nebeker;feminino;boleto
2025-03-23 21:55:30;2160;São Paulo;Ana Oliveira;Mouse Gamer Logitech;James Fiala;masculino;boleto
2025-03-24 00:49:40;2161;São Luís;Brenno Pacheco;Monitor LG Ultrawide;Floyd Beitz;masculino;cartão de dédito
2025-03-24 16:04:40;2162;Florianópolis;Tiago Lima;Mouse Gamer Logitech;Roger Rosado;masculino;dinheiro
2025-03-24 19:02:34;2163;Natal;Larissa Ferreira;Câmera Canon EOS;Estelle Thompson;feminino;pix
2025-03-24 19:46:41;2164;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Ginny Martelli;feminino;boleto
2025-03-24 21:16:41;2165;Belo Horizonte;Fernanda Costa;Monitor LG Ultrawide;James Owens;masculino;cartão de dédito
2025-03-24 23:22:41;2166;Fortaleza;Beatriz Rocha;Fone de Ouvido Sony;Martha Riina;feminino;pix
2025-03-25 00:44:32;2167;Natal;Larissa Ferreira;Tablet Apple Ipad;Elliott Brown;masculino;cartão de crédito
2025-03-25 00:55:32;2168;Recife;Patrícia Carvalho;Fone de Ouvido Sony;Amy Cassidy;feminino;cartão de dédito
2025-03-25 16:20:35;2169;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Eleanor Fierst;feminino;dinheiro
2025-03-25 18:33:40;2170;Fortaleza;André Lima;Smartphone Samsung Galaxy;Curtis Rizzi;masculino;boleto
2025-03-25 18:41:31;2171;Fortaleza;Beatriz Rocha;Smartphone Samsung Galaxy;Dewey Howard;masculino;cartão de crédito
2025-03-25 19:13:32;2172;Natal;João Matos;Smartwatch Garmin;Amy Grisson;feminino;cartão de dédito
2025-03-25 23:05:37;2173;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Dorthey Hensley;feminino;boleto
2025-03-25 23:06:39;2174;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Ricardo Pauly;masculino;pix
2025-03-25 23:26:35;2175;Recife;Patrícia Carvalho;Monitor LG Ultrawide;Angel Velez;feminino;dinheiro
2025-03-26 00:31:30;2176;Natal;João Matos;Mouse Gamer Logitech;Frederick Mccaskin;masculino;pix
2025-03-26 01:03:31;2177;Belo Horizonte;Carlos Silva;Mouse Gamer Logitech;Larry Reiber;masculino;cartão de dédito
2025-03-26 14:19:32;2178;São Paulo;Ana Oliveira;Smartwatch Garmin;Francisco Henson;masculino;cartão de crédito
2025-03-26 15:04:31;2179;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Bobby Sheffield;masculino;dinheiro
2025-03-26 15:47:31;2180;Natal;João Matos;Fone de Ouvido Sony;Jonathan Anderson;masculino;pix
2025-03-26 16:02:32;2181;Natal;João Matos;Smartphone Samsung Galaxy;George Rush;masculino;dinheiro
2025-03-26 16:42:30;2182;Florianópolis;Gabriela Santos;Monitor LG Ultrawide;Clinton Theiler;masculino;cartão de dédito
2025-03-26 17:34:30;2183;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Anna Bailey;feminino;cartão de dédito
2025-03-26 18:27:39;2184;São Paulo;Ana Oliveira;Tablet Apple Ipad;Jason Yoder;masculino;boleto
2025-03-26 18:51:38;2185;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Jack Modica;masculino;cartão de dédito
2025-03-26 20:52:33;2186;São Luís;Brenno Pacheco;Monitor LG Ultrawide;Casey Scott;masculino;cartão de dédito
2025-03-26 23:53:33;2187;São Luís;Emanuelle Victoria;Teclado Mecânico HyperX;Joseph Reed;masculino;pix
2025-03-27 00:36:39;2188;Natal;João Matos;Tablet Apple Ipad;Carlos Thomas;masculino;cartão de dédito
2025-03-27 15:31:30;2189;Natal;João Matos;Notebook Dell Inspiron;Diane Funchess;feminino;cartão de dédito
2025-03-27 16:44:30;2190;Fortaleza;Beatriz Rocha;Notebook Dell Inspiron;Michael Harris;masculino;cartão de crédito
2025-03-27 17:44:31;2191;São Luís;Brenno Pacheco;Smartphone Samsung Galaxy;Juanita Ardoin;feminino;pix
2025-03-27 18:05:33;2192;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Sarah Cox;feminino;cartão de crédito
2025-03-27 21:17:35;2193;São Paulo;Ana Oliveira;Mouse Gamer Logitech;Michelle Horner;feminino;dinheiro
2025-03-27 21:42:34;2194;Recife;Patrícia Carvalho;Câmera Canon EOS;Lisa Conte;feminino;cartão de dédito
2025-03-27 22:17:36;2195;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Amy Cherry;feminino;pix
2025-03-27 23:16:30;2196;Recife;Patrícia Carvalho;iPhone 13;Leonard Neely;masculino;cartão de crédito
2025-03-27 23:47:33;2197;Belo Horizonte;Carlos Silva;Monitor LG Ultrawide;Mike Christian;masculino;pix
2025-03-28 14:11:35;2198;Florianópolis;Tiago Lima;Monitor LG Ultrawide;Josh Flores;masculino;pix
2025-03-28 16:01:30;2199;Fortaleza;André Lima;Mouse Gamer Logitech;Martha Burch;feminino;cartão de crédito
2025-03-28 16:53:33;2200;São Paulo;Ana Oliveira;Mouse Gamer Logitech;Stephen Macdonald;masculino;dinheiro
2025-03-28 18:55:35;2201;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Peter Craven;masculino;cartão de dédito
2025-03-28 19:33:37;2202;São Luís;Emanuelle Victoria;Câmera Canon EOS;Mark Jones;masculino;dinheiro
2025-03-28 20:09:38;2203;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;John Pease;masculino;cartão de dédito
2025-03-28 22:09:38;2204;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Olive Steinberg;feminino;pix
2025-03-29 00:08:31;2205;Recife;Patrícia Carvalho;Câmera Canon EOS;Cory Choiniere;masculino;dinheiro
2025-03-29 15:30:37;2206;Recife;Ricardo Mendes;Monitor LG Ultrawide;Amanda Spikes;feminino;pix
2025-03-29 15:58:39;2207;Recife;Patrícia Carvalho;Notebook Dell Inspiron;Lori Barr;feminino;cartão de dédito
2025-03-29 16:54:36;2208;Recife;Patrícia Carvalho;Smartwatch Garmin;Lillian Villarreal;feminino;cartão de crédito
2025-03-29 17:26:30;2209;Fortaleza;André Lima;Câmera Canon EOS;Christine Bowser;feminino;cartão de crédito
2025-03-29 21:23:34;2210;Porto Alegre;Mariana Gomes;Teclado Mecânico HyperX;Christopher Mena;masculino;cartão de dédito
2025-03-30 00:15:40;2211;Recife;Patrícia Carvalho;Smartphone Samsung Galaxy;Hazel Rogan;feminino;cartão de dédito
2025-03-30 14:12:36;2212;São Luís;Emanuelle Victoria;Câmera Canon EOS;Maria Avila;feminino;dinheiro
2025-03-30 15:16:36;2213;Natal;Larissa Ferreira;Smartphone Samsung Galaxy;Gary Lothridge;masculino;dinheiro
2025-03-30 15:43:41;2214;Recife;Patrícia Carvalho;Mouse Gamer Logitech;Myles Canterbury;masculino;boleto
2025-03-30 15:55:34;2215;Natal;João Matos;Teclado Mecânico HyperX;Lorinda Nickisch;feminino;cartão de crédito
2025-03-30 17:00:39;2216;São Luís;Brenno Pacheco;Câmera Canon EOS;Kathern Davis;feminino;dinheiro
2025-03-30 19:19:34;2217;São Paulo;Lucas Pereira;Smartwatch Garmin;Vernon Ledbetter;masculino;boleto
2025-03-30 23:28:33;2218;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Jerry Hill;masculino;boleto
2025-03-31 00:10:38;2219;Recife;Ricardo Mendes;Teclado Mecânico HyperX;Sylvia Pursley;feminino;cartão de dédito
2025-03-31 00:20:33;2220;Recife;Patrícia Carvalho;Smartwatch Garmin;Mark Blanco;masculino;cartão de crédito
2025-03-31 00:21:34;2221;São Paulo;Lucas Pereira;Teclado Mecânico HyperX;Louis Gonzalez;masculino;cartão de dédito
2025-03-31 15:00:31;2222;São Paulo;Lucas Pereira;Teclado Mecânico HyperX;Kelly Slaugh;feminino;boleto
2025-03-31 15:02:40;2223;Belo Horizonte;Carlos Silva;iPhone 13;Keith Hopkins;masculino;cartão de dédito
2025-03-31 16:47:30;2224;Florianópolis;Gabriela Santos;Monitor LG Ultrawide;Melody Scott;feminino;cartão de dédito
2025-03-31 18:34:37;2225;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Mario Anderson;masculino;boleto
2025-03-31 18:58:35;2226;Florianópolis;Tiago Lima;Mouse Gamer Logitech;Elizabeth Sanchez;feminino;pix
2025-03-31 19:43:32;2227;Recife;Patrícia Carvalho;Smartphone Samsung Galaxy;Angela Viernes;feminino;dinheiro
2025-03-31 20:51:30;2228;Rio de Janeiro;Juliana Almeida;Teclado Mecânico HyperX;Donald Gunther;masculino;boleto
2025-03-31 21:24:41;2229;Recife;Ricardo Mendes;Fone de Ouvido Sony;Quinton Dodd;masculino;cartão de dédito
2025-03-31 22:53:35;2230;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Titus Diaz;masculino;dinheiro
2025-04-01 00:36:30;2231;Fortaleza;Beatriz Rocha;Teclado Mecânico HyperX;Warren Padgett;masculino;cartão de dédito
2025-04-01 00:39:40;2232;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Mirtha Garcia;feminino;cartão de dédito
2025-04-01 14:29:32;2233;São Paulo;Ana Oliveira;Tablet Apple Ipad;Jacquiline Callis;feminino;dinheiro
2025-04-01 14:59:36;2234;Belo Horizonte;Fernanda Costa;Câmera Canon EOS;Shirley Baltes;feminino;cartão de dédito
2025-04-01 16:55:35;2235;Natal;Larissa Ferreira;Smartwatch Garmin;George Holmes;masculino;cartão de dédito
2025-04-01 18:02:40;2236;São Luís;Brenno Pacheco;Mouse Gamer Logitech;Berna Wendell;feminino;cartão de crédito
2025-04-01 23:25:32;2237;Rio de Janeiro;Juliana Almeida;Teclado Mecânico HyperX;Teresa Newman;feminino;dinheiro
2025-04-02 00:22:33;2238;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Charlotte Bussard;feminino;pix
2025-04-02 00:28:35;2239;Natal;Larissa Ferreira;iPhone 13;Kevin Walkner;masculino;cartão de dédito
2025-04-02 00:46:38;2240;São Luís;Emanuelle Victoria;Notebook Dell Inspiron;John Chatman;masculino;pix
2025-04-02 14:29:37;2241;Fortaleza;André Lima;iPhone 13;Tom Chen;masculino;boleto
2025-04-02 15:27:30;2242;São Paulo;Lucas Pereira;Monitor LG Ultrawide;Betty Nave;feminino;cartão de dédito
2025-04-02 15:46:36;2243;Florianópolis;Gabriela Santos;Smartwatch Garmin;Nellie Jones;feminino;dinheiro
2025-04-02 16:26:31;2244;Fortaleza;Beatriz Rocha;Câmera Canon EOS;Edward Burnett;masculino;cartão de crédito
2025-04-02 17:25:30;2245;Belo Horizonte;Carlos Silva;Monitor LG Ultrawide;Elaine Bowen;feminino;boleto
2025-04-02 17:59:38;2246;São Luís;Emanuelle Victoria;iPhone 13;Angela Rodriguez;feminino;cartão de dédito
2025-04-02 18:08:35;2247;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Joseph Fiala;masculino;cartão de crédito
2025-04-02 21:13:33;2248;São Luís;Brenno Pacheco;Mouse Gamer Logitech;Sandra Duckett;feminino;boleto
2025-04-02 22:40:34;2249;Florianópolis;Tiago Lima;Monitor LG Ultrawide;Stephanie Buckles;feminino;cartão de crédito
2025-04-02 23:51:33;2250;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Verna Price;feminino;boleto
2025-04-03 15:45:40;2251;Rio de Janeiro;Pedro Souza;Mouse Gamer Logitech;Eugene Condie;masculino;cartão de crédito
2025-04-03 15:53:38;2252;Natal;Larissa Ferreira;Smartwatch Garmin;Leland Villegas;masculino;pix
2025-04-03 17:09:38;2253;Natal;Larissa Ferreira;iPhone 13;John Kuhn;masculino;pix
2025-04-03 19:16:39;2254;Recife;Ricardo Mendes;Teclado Mecânico HyperX;Kathy Winnen;feminino;cartão de crédito
2025-04-03 20:27:35;2255;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Barbara Brodi;feminino;cartão de dédito
2025-04-03 21:14:37;2256;Rio de Janeiro;Pedro Souza;Câmera Canon EOS;Tiana Montford;feminino;boleto
2025-04-03 22:57:32;2257;São Luís;Brenno Pacheco;Tablet Apple Ipad;Vernon Fulmer;masculino;cartão de dédito
2025-04-04 00:42:34;2258;Natal;João Matos;Smartphone Samsung Galaxy;Patrick Smith;masculino;pix
2025-04-04 00:51:31;2259;Florianópolis;Gabriela Santos;Monitor LG Ultrawide;William Ramirez;masculino;boleto
2025-04-04 14:18:32;2260;Fortaleza;André Lima;Smartphone Samsung Galaxy;Victoria Ridlon;feminino;pix
2025-04-04 14:35:38;2261;Florianópolis;Tiago Lima;Smartwatch Garmin;Margaret Zimmermann;feminino;cartão de dédito
2025-04-04 15:36:36;2262;São Paulo;Lucas Pereira;Mouse Gamer Logitech;Christopher Horton;masculino;cartão de crédito
2025-04-04 17:22:33;2263;Florianópolis;Gabriela Santos;Smartwatch Garmin;Mavis Chang;feminino;cartão de dédito
2025-04-04 17:33:37;2264;São Paulo;Lucas Pereira;iPhone 13;Wanda Flores;feminino;boleto
2025-04-04 17:45:37;2265;Belo Horizonte;Carlos Silva;iPhone 13;Miguel Jackson;masculino;cartão de crédito
2025-04-04 19:54:41;2266;Fortaleza;André Lima;Smartphone Samsung Galaxy;Linda Creighton;feminino;pix
2025-04-04 22:27:33;2267;Belo Horizonte;Carlos Silva;Mouse Gamer Logitech;Kay Stacy;feminino;boleto
2025-04-05 00:02:34;2268;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Helen Dahl;feminino;dinheiro
2025-04-05 00:05:40;2269;Fortaleza;Beatriz Rocha;Fone de Ouvido Sony;William Rivera;masculino;cartão de dédito
2025-04-05 00:12:38;2270;Belo Horizonte;Carlos Silva;Mouse Gamer Logitech;Juan Devito;masculino;cartão de dédito
2025-04-05 00:22:35;2271;São Luís;Brenno Pacheco;iPhone 13;Joel Worek;masculino;pix
2025-04-05 14:30:34;2272;São Luís;Emanuelle Victoria;Monitor LG Ultrawide;Edward Haas;masculino;dinheiro
2025-04-05 17:19:39;2273;Fortaleza;André Lima;Fone de Ouvido Sony;Carrie Whaley;feminino;dinheiro
2025-04-05 17:20:30;2274;Belo Horizonte;Fernanda Costa;Monitor LG Ultrawide;Louann Piere;feminino;boleto
2025-04-05 19:31:38;2275;Recife;Ricardo Mendes;Monitor LG Ultrawide;Elizabeth Outlaw;feminino;dinheiro
2025-04-05 19:42:37;2276;Natal;João Matos;Mouse Gamer Logitech;Autumn Vanhorn;feminino;dinheiro
2025-04-05 21:05:37;2277;Porto Alegre;Mariana Gomes;Câmera Canon EOS;Steve Strzelecki;masculino;boleto
2025-04-05 21:17:31;2278;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Eric Guyton;masculino;pix
2025-04-05 23:27:37;2279;Fortaleza;André Lima;Fone de Ouvido Sony;Kathryn Matten;feminino;pix
2025-04-05 23:51:35;2280;Rio de Janeiro;Pedro Souza;Monitor LG Ultrawide;Carlos Black;masculino;pix
2025-04-06 17:53:40;2281;Florianópolis;Tiago Lima;Teclado Mecânico HyperX;Elizabeth Antonucci;feminino;boleto
2025-04-06 17:57:38;2282;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;David Owens;masculino;boleto
2025-04-06 20:36:30;2283;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Tommy Leday;masculino;cartão de crédito
2025-04-06 21:54:36;2284;Natal;João Matos;Mouse Gamer Logitech;Marianne Mccoy;feminino;cartão de crédito
2025-04-06 21:55:31;2285;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Blaine Toomey;masculino;cartão de crédito
2025-04-06 22:50:38;2286;Natal;Larissa Ferreira;Fone de Ouvido Sony;Tammie Edwards;feminino;boleto
2025-04-07 16:23:37;2287;São Paulo;Ana Oliveira;Câmera Canon EOS;Margarita Taylor;feminino;pix
2025-04-07 16:48:39;2288;Fortaleza;Beatriz Rocha;Smartphone Samsung Galaxy;Willie Taylor;feminino;boleto
2025-04-07 16:50:40;2289;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Howard Storer;masculino;cartão de dédito
2025-04-07 17:26:32;2290;Florianópolis;Gabriela Santos;Monitor LG Ultrawide;Marilyn Williams;feminino;boleto
2025-04-07 18:28:31;2291;Fortaleza;Beatriz Rocha;Tablet Apple Ipad;Ryan Shultz;masculino;cartão de crédito
2025-04-07 19:37:36;2292;São Luís;Brenno Pacheco;Mouse Gamer Logitech;Myra Blair;feminino;cartão de crédito
2025-04-07 20:06:37;2293;Belo Horizonte;Carlos Silva;Teclado Mecânico HyperX;Frank Williams;masculino;boleto
2025-04-07 21:33:39;2294;São Paulo;Lucas Pereira;iPhone 13;Lisa Ward;feminino;cartão de dédito
2025-04-07 23:36:30;2295;Rio de Janeiro;Juliana Almeida;Monitor LG Ultrawide;Peter Bonebright;masculino;cartão de dédito
2025-04-07 23:45:34;2296;São Paulo;Lucas Pereira;Smartwatch Garmin;Nolan Romer;masculino;boleto
2025-04-08 16:43:38;2297;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Jason Brown;masculino;pix
2025-04-08 16:43:39;2298;São Luís;Emanuelle Victoria;iPhone 13;Mark Oliver;masculino;boleto
2025-04-08 18:10:30;2299;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Lee Andres;feminino;cartão de crédito
2025-04-08 20:02:39;2300;São Luís;Emanuelle Victoria;iPhone 13;Ann Davis;feminino;cartão de dédito
2025-04-08 21:08:41;2301;São Paulo;Lucas Pereira;iPhone 13;Susanna Anderson;feminino;dinheiro
2025-04-08 21:51:34;2302;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Lois Jones;feminino;cartão de dédito
2025-04-08 22:54:33;2303;Recife;Ricardo Mendes;Smartphone Samsung Galaxy;Robert London;masculino;dinheiro
2025-04-08 23:11:41;2304;Fortaleza;André Lima;Tablet Apple Ipad;Maggie Connelly;feminino;cartão de dédito
2025-04-09 20:52:35;2305;Natal;Larissa Ferreira;Fone de Ouvido Sony;Pamela Mcquillen;feminino;pix
2025-04-09 21:08:37;2306;Recife;Patrícia Carvalho;iPhone 13;Joan Case;feminino;cartão de dédito
2025-04-09 21:39:32;2307;Natal;João Matos;iPhone 13;Ronald Stansberry;masculino;cartão de dédito
2025-04-09 21:59:41;2308;Natal;Larissa Ferreira;Tablet Apple Ipad;Magdalena Hale;feminino;cartão de crédito
2025-04-09 22:55:37;2309;São Luís;Brenno Pacheco;Smartwatch Garmin;Darin Harvey;masculino;boleto
2025-04-09 23:21:35;2310;São Luís;Brenno Pacheco;Notebook Dell Inspiron;Charles Link;masculino;dinheiro
2025-04-09 23:33:31;2311;Recife;Ricardo Mendes;iPhone 13;John Madison;masculino;boleto
2025-04-09 23:52:38;2312;Fortaleza;Beatriz Rocha;Teclado Mecânico HyperX;Lucinda Gill;feminino;dinheiro
2025-04-10 00:08:32;2313;Rio de Janeiro;Pedro Souza;iPhone 13;Angela Mcelroy;feminino;cartão de crédito
2025-04-10 00:32:32;2314;Fortaleza;André Lima;iPhone 13;Frances Shipley;feminino;dinheiro
2025-04-10 01:05:34;2315;Florianópolis;Gabriela Santos;Câmera Canon EOS;Adam Stein;masculino;cartão de dédito
2025-04-10 14:27:39;2316;Fortaleza;André Lima;Smartphone Samsung Galaxy;Terrance Boyles;masculino;cartão de crédito
2025-04-10 14:28:36;2317;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Charlene Davis;feminino;cartão de dédito
2025-04-10 15:03:36;2318;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Willis Guerra;masculino;pix
2025-04-10 16:19:38;2319;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Brian Roesch;masculino;pix
2025-04-10 18:56:37;2320;Recife;Patrícia Carvalho;Monitor LG Ultrawide;Vicky Solano;feminino;dinheiro
2025-04-10 19:00:34;2321;Fortaleza;André Lima;Notebook Dell Inspiron;Anna Vian;feminino;cartão de dédito
2025-04-10 20:45:34;2322;Porto Alegre;Mariana Gomes;Mouse Gamer Logitech;Richard Coop;masculino;cartão de dédito
2025-04-10 21:23:33;2323;São Paulo;Ana Oliveira;Monitor LG Ultrawide;Helen Cook;feminino;cartão de dédito
2025-04-10 22:47:30;2324;Porto Alegre;Mariana Gomes;iPhone 13;Mary Dudley;feminino;pix
2025-04-10 22:58:34;2325;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Gabriel Buckley;masculino;cartão de dédito
2025-04-11 00:27:32;2326;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Jean Duncan;feminino;cartão de crédito
2025-04-11 14:17:35;2327;São Paulo;Lucas Pereira;Câmera Canon EOS;Katherine Martin;feminino;cartão de dédito
2025-04-11 15:05:31;2328;Recife;Patrícia Carvalho;Mouse Gamer Logitech;Bruce Knee;masculino;pix
2025-04-11 15:08:34;2329;São Paulo;Lucas Pereira;Câmera Canon EOS;David Cacciotti;masculino;boleto
2025-04-11 16:22:38;2330;São Paulo;Lucas Pereira;Mouse Gamer Logitech;Priscilla Hartwig;feminino;cartão de dédito
2025-04-11 16:30:33;2331;Recife;Patrícia Carvalho;Teclado Mecânico HyperX;Jean Moran;feminino;cartão de crédito
2025-04-11 17:34:32;2332;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Earl Swager;masculino;boleto
2025-04-11 18:40:33;2333;Fortaleza;Beatriz Rocha;Smartphone Samsung Galaxy;Julia Everett;feminino;cartão de crédito
2025-04-11 19:01:30;2334;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Maurice Funk;masculino;cartão de dédito
2025-04-11 19:10:40;2335;Natal;Larissa Ferreira;Teclado Mecânico HyperX;Justin Smiley;masculino;pix
2025-04-11 19:49:38;2336;Natal;Larissa Ferreira;iPhone 13;Clyde Ratermann;masculino;cartão de dédito
2025-04-11 22:16:31;2337;Rio de Janeiro;Pedro Souza;Mouse Gamer Logitech;Logan Dover;masculino;cartão de crédito
2025-04-11 22:26:30;2338;Natal;João Matos;Notebook Dell Inspiron;Ralph Banuelos;masculino;cartão de dédito
2025-04-11 23:21:33;2339;Fortaleza;André Lima;Smartphone Samsung Galaxy;Daniel Attebery;masculino;cartão de crédito
2025-04-12 00:33:37;2340;Rio de Janeiro;Juliana Almeida;iPhone 13;Edward Parker;masculino;dinheiro
2025-04-12 14:10:31;2341;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Stacy Sheffield;masculino;dinheiro
2025-04-12 17:11:30;2342;Belo Horizonte;Carlos Silva;Câmera Canon EOS;Lovella Tyler;feminino;cartão de dédito
2025-04-12 17:37:35;2343;Natal;João Matos;Fone de Ouvido Sony;Ann Scott;feminino;cartão de crédito
2025-04-12 20:20:35;2344;Belo Horizonte;Fernanda Costa;Monitor LG Ultrawide;Luisa Fitts;feminino;dinheiro
2025-04-12 22:42:39;2345;Rio de Janeiro;Juliana Almeida;Monitor LG Ultrawide;Naomi Wright;feminino;cartão de crédito
2025-04-12 23:18:31;2346;Belo Horizonte;Fernanda Costa;Câmera Canon EOS;Jules Salazar;masculino;boleto
